seed,episode,train_reward,train_oom,validation_reward,validation_oom
1,70,-53.53669051757939,0,508.95423800507484,0
1,71,-4.0254723299864015,0,509.21075384334233,0
1,72,70.06005082218093,0,509.2631925087501,0
1,73,79.77664548809295,0,509.2631925087501,0
1,74,198.43942057888822,0,508.81171671665317,0
1,75,229.57705164187635,0,508.90441774955644,0
1,76,153.94194369510444,0,509.05500017687774,0
1,77,-143.20414665784472,0,508.6971370074858,0
1,78,130.9128274262816,0,508.1197562135762,0
1,79,6.19687956838526,0,507.8099017171672,0
1,80,-10.307161055921291,0,507.5396746436511,0
1,81,89.19832982208055,0,507.0430036121315,0
1,82,64.74783980734199,0,506.9609164857364,0
1,83,196.036369716474,0,506.9609164857364,0
1,84,3.1488213324159275,0,500.81463025107405,0
1,85,93.9802234175996,0,485.7439906803143,0
1,86,-62.606086061658154,0,481.5770376402263,0
1,87,-3.972511044445884,0,475.5772016272227,0
1,88,8.63836404671546,0,475.5772016272227,0
1,89,26.61332936095949,0,475.5772016272227,0
1,90,48.11287300094804,0,457.41004268492577,0
1,91,95.24102463943835,0,443.4198063040597,0
1,92,157.28676173234476,0,433.52231485222916,0
1,93,18.570966746368764,0,433.52231485222916,0
1,94,96.62831168166745,0,399.8132685241195,0
1,95,44.57507660278504,0,378.09132942630976,0
1,96,94.52069941077573,0,378.09132942630976,0
1,97,43.044828881023186,0,378.09132942630976,0
1,98,93.06653547719122,0,378.09132942630976,0
1,99,24.815467839919684,0,376.04132942630974,0
1,100,107.07894751928933,0,376.04132942630974,0
1,101,18.89758428990943,0,373.99132942630973,0
1,102,16.415731005081533,0,371.9413294263097,0
1,103,19.67059709033706,0,371.9413294263097,0
1,104,37.973813295086764,0,371.9413294263097,0
1,105,-0.45394682726604785,0,371.9413294263097,0
1,106,69.7537001834531,0,371.9413294263097,0
1,107,165.39892055265193,0,371.9413294263097,0
1,108,88.67982863636684,0,371.9413294263097,0
1,109,189.22506361026805,0,371.9413294263097,0
1,110,235.50615174919253,0,371.9413294263097,0
1,111,242.4598901328867,0,371.9413294263097,0
1,112,10.525783908212532,0,371.9413294263097,0
1,113,95.26360638825932,0,372.1872032123996,0
1,114,83.80930299352455,0,372.1872032123996,0
1,115,109.67945140296493,0,371.9413294263097,0
1,116,43.218158114685004,0,371.9413294263097,0
1,117,83.03709851442827,0,371.9413294263097,0
1,118,191.91411454847042,0,371.9413294263097,0
1,119,28.25314979433409,0,371.9413294263097,0
1,120,-45.314666842836544,0,371.9413294263097,0
1,121,250.09952075558854,0,371.9413294263097,0
1,122,21.066095801862957,0,371.9413294263097,0
1,123,11.139225895412189,0,371.544733709002,0
1,124,59.80890588533836,0,371.05534323930175,0
1,125,98.8936472244778,0,371.05534323930175,0
1,126,130.71212000085038,0,371.05534323930175,0
1,127,197.53561714091668,0,371.05534323930175,0
1,128,170.59834864328175,0,371.05534323930175,0
1,129,152.4425443319609,0,376.93197728568515,0
1,130,28.91691548681414,0,388.9709257414261,0
1,131,63.96144692256284,0,399.05572281049587,0
1,132,84.94143962422606,0,399.0128545208592,0
1,133,35.79424656487161,0,405.26478014061144,0
1,134,190.65721966802252,0,407.4570345377589,0
1,135,18.49286867589656,0,409.5868457528469,0
1,136,202.7853990659598,0,409.5868457528469,0
1,137,-43.9388588431742,0,407.4570345377589,0
1,138,19.959836694260076,0,403.1594899087985,0
1,139,208.88462652124238,0,399.05572281049587,0
1,140,61.17149544066236,0,399.05572281049587,0
1,141,60.61215091666128,0,403.20235819843515,0
1,142,109.20632662007542,0,403.2081353818629,0
1,143,176.30037497230526,0,407.4570345377589,0
1,144,197.75514645725156,0,409.5868457528469,0
1,145,18.792529321851006,0,409.5868457528469,0
1,146,50.824863802337376,0,409.635117606142,0
1,147,-80.48411834590337,0,399.3553655779375,0
1,148,-50.08446289815555,0,380.98468351538344,0
1,149,175.31755331397443,0,381.4613433868474,0
1,150,114.02051343365443,0,381.7298295712511,0
2,1,15.525883953702191,0,-93.87351649020556,0
2,2,-5.410259669541723,0,-93.77351649020557,0
2,3,-14.568274722088574,0,-93.77351649020557,0
2,4,-130.33039708654917,0,-92.00552833977466,0
2,5,-126.84025998480439,0,-92.00552833977466,0
2,6,-184.8777890769942,0,-99.50552833977457,0
2,7,-44.46739628633307,0,-90.50552833977463,0
2,8,-171.5167057470903,0,-90.20544896248998,0
2,9,-201.8500545114311,0,-84.87893634095556,0
2,10,-191.50542921332428,0,-64.64266703972358,0
2,11,-335.19480616173905,0,-52.13128759915119,0
2,12,-108.67855287438528,0,-52.13128759915119,0
2,13,-236.62402487554863,0,-52.13128759915119,0
2,14,-180.146969457886,0,-10.268403799956682,0
2,15,-44.30172177541419,0,1.9479826722683964,0
2,16,-233.63272086805142,0,51.33829398517494,0
2,17,-63.97140521052158,0,62.821444576121486,0
2,18,54.78055070626575,0,62.821444576121486,0
2,19,-59.5648226442848,0,66.89368625471009,0
2,20,-153.81794686454617,0,87.92053281639369,0
2,21,-203.5773731019196,0,107.40250453136832,0
2,22,-185.3051655306232,0,147.88168356806952,0
2,23,-7.768400091573987,0,202.39020388424876,0
2,24,29.83479315860722,0,212.18642755055788,0
2,25,-117.05903187692988,0,227.9740618391873,0
2,26,3.4911630777828133,0,297.44741539597374,0
2,27,-302.4058953845891,0,299.414520174121,0
2,28,-118.81930834972485,0,299.46452017412093,0
2,29,-132.0798611951633,0,299.51452017412095,0
2,30,-97.9325135338486,0,299.464651051372,0
2,31,-54.72678184298514,0,299.4664379599735,0
2,32,-76.53579203833009,0,299.4670405417247,0
2,33,-62.92237334337382,0,299.5710645459721,0
2,34,-126.0701774141427,0,299.421244586212,0
2,35,-83.46516539899645,0,299.4213225798022,0
2,36,-145.02912907861113,0,303.3713225798022,0
2,37,27.61146268426998,0,303.5669668127004,0
2,38,-123.60683357819636,0,305.02527442667076,0
2,39,-25.773336273431994,0,306.29102668981386,0
2,40,-230.40733426818872,0,306.2377325430905,0
2,41,-112.53394056790657,0,306.3343383504735,0
2,42,-58.74120235487828,0,306.43545893870186,0
2,43,-24.876053710343257,0,374.53280408435114,0
2,44,-92.68113751381003,0,403.08280408435087,0
2,45,2.0278377717200513,0,476.6565209873396,0
2,46,-130.3563190080546,0,479.22185632187364,0
2,47,-151.81853015117517,0,479.718731611173,0
2,48,-23.73167656105099,0,467.56441966644087,0
2,49,-153.00394609319588,0,478.064419666441,0
2,50,-82.79358741528603,0,480.26441966644103,0
2,51,-104.66360302358234,0,478.064419666441,0
2,52,170.95814289634768,0,480.21441966644096,0
2,53,5.376045949653118,0,484.4644196664411,0
2,54,76.04441236149245,0,511.6160921906469,0
2,55,40.1656399515576,0,511.6160921906469,0
2,56,-201.85684375705824,0,511.6160921906469,0
2,57,-31.92959395524133,0,511.6160921906469,0
2,58,-91.38757068485612,0,511.6160921906469,0
2,59,-29.525163191716175,0,511.6160921906469,0
2,60,-56.920047248440724,0,511.6160921906469,0
2,61,14.615640680383308,0,511.6160921906469,0
2,62,-29.79689371072741,0,511.6160921906469,0
2,63,-65.50134304564914,0,511.66441966644135,0
2,64,32.37886844343417,0,511.66441966644135,0
2,65,-60.633964079149266,0,511.66441966644135,0
2,66,64.90004301597602,0,511.66441966644135,0
2,67,-51.874593987664376,0,511.6160921906469,0
2,68,-58.4320902582782,0,509.4544775919053,0
2,69,197.44165623653873,0,507.8626598242172,0
2,70,-123.28673452768508,0,506.8151211770134,0
2,71,127.56994783516546,0,506.11820024264273,0
2,72,137.7098753776243,0,505.8217286117202,0
2,73,21.487001258736832,0,504.0423623909235,0
2,74,-136.14492576825512,0,504.7981413451329,0
2,75,-41.18395451478102,0,504.698158316038,0
2,76,29.076500387633615,0,503.65481674593616,0
2,77,73.50961291775494,0,503.2579947383723,0
2,78,217.65666841394614,0,502.75885465820545,0
2,79,154.75002483573965,0,502.75885465820545,0
2,80,16.228456524950204,0,504.9576490001517,0
2,81,-12.304447486391119,0,505.0579707391259,0
2,82,-42.05023735334795,0,505.6173269549371,0
2,83,-78.82216764509216,0,505.37378790866074,0
2,84,26.95273585004079,0,505.15827914229607,0
2,85,11.159962791162606,0,505.61847484801007,0
2,86,14.457737971896584,0,505.6173269549371,0
2,87,-4.348920254507972,0,505.6173269549371,0
2,88,72.25450364532412,0,503.3754833983265,0
2,89,2.327876902672486,0,503.14506555008,0
2,90,55.3392619404708,0,489.10194538134084,0
2,91,159.18533775747886,0,462.9909224794235,0
2,92,-33.61168881404997,0,416.115317025466,0
2,93,-18.818536799884164,0,406.51200406681613,0
2,94,123.74438431129246,0,398.65920475073875,0
2,95,72.53699531615518,0,354.20800932530784,0
2,96,149.76851459246882,0,303.61522144365415,0
2,97,56.37160619271992,0,297.7155024601914,0
2,98,49.10453005199189,0,297.7157808145561,0
2,99,160.19001157639056,0,297.7155024601914,0
2,100,-46.91848553975454,0,297.7157808145561,0
2,101,-16.79377768344088,0,297.7163070027016,0
2,102,36.79208379746778,0,297.7163070027016,0
2,103,157.63631258351148,0,297.7163070027016,0
2,104,-20.82470643809682,0,297.7163070027016,0
2,105,-54.809729253365234,0,297.7163070027016,0
2,106,33.11743585421784,0,297.7163070027016,0
2,107,-3.9037347941214158,0,297.7163070027016,0
2,108,82.15743306947483,0,297.71605781390303,0
2,109,57.93004567274717,0,349.6900380862474,0
2,110,72.3219378058058,0,397.4834382998896,0
2,111,31.868760561068477,0,397.4931538894749,0
2,112,147.48109554802843,0,397.49606129379606,0
2,113,6.927264639594201,0,397.519059605196,0
2,114,225.71955226503118,0,397.519059605196,0
2,115,165.27353754532035,0,395.4690596051959,0
2,116,117.56353970668633,0,393.4190596051959,0
2,117,-22.27763366778411,0,393.4190596051959,0
2,118,100.12651660883091,0,393.4190596051959,0
2,119,131.94792359355313,0,393.4190596051959,0
2,120,203.87908388650408,0,393.4190596051959,0
2,121,100.63516878847254,0,393.4190596051959,0
2,122,200.72665342882166,0,393.4190596051959,0
2,123,172.78665995163163,0,393.4190596051959,0
2,124,25.35220805262653,0,393.4190596051959,0
2,125,78.97159929288705,0,393.4190596051959,0
2,126,71.31980993807912,0,393.4190596051959,0
2,127,66.50686247912783,0,393.4190596051959,0
2,128,-34.6560002795471,0,393.4190596051959,0
2,129,133.99781439626224,0,393.4190596051959,0
2,130,158.71304733870062,0,393.4190596051959,0
2,131,96.69642339623464,0,393.4190596051959,0
2,132,13.0818134486385,0,393.4190596051959,0
2,133,-22.907470438571494,0,392.1070949511747,0
2,134,162.95597057515727,0,390.03849323888534,0
2,135,35.98362404968274,0,390.0105844087731,0
2,136,95.6065574265237,0,390.0105844087731,0
2,137,269.3365863755147,0,390.0105844087731,0
2,138,3.6021526577285137,0,390.0105844087731,0
2,139,209.2297332943711,0,390.0105844087731,0
2,140,107.78265895289874,0,390.0105844087731,0
2,141,45.88268117379172,0,390.0105844087731,0
2,142,-21.253724121235237,0,390.274151485928,0
2,143,186.22746353929983,0,390.31879658536843,0
2,144,191.57137374054247,0,390.4833989835134,0
2,145,-48.33174394002096,0,390.31879658536843,0
2,146,7.027285693086583,0,390.274151485928,0
2,147,39.381622376772384,0,390.03849323888534,0
2,148,104.49214993869792,0,390.0105844087731,0
2,149,10.133915588467985,0,390.0105844087731,0
2,150,-10.393108480687843,0,390.0105844087731,0
3,1,-142.15826768924688,0,500.7373796624489,0
3,2,149.80921941109062,0,511.20031041048344,0
3,3,-175.00206638532427,0,511.20031041048344,0
3,4,6.672716991219726,0,441.90031041048326,0
3,5,-26.144804004106135,0,419.40031041048314,0
3,6,-44.37511723934553,0,364.00031041048334,0
3,7,-198.1328142648295,0,334.8003104104835,0
3,8,-137.91885439060107,0,328.7003104104835,0
3,9,-75.84083976334105,0,322.40031041048354,0
3,10,4.366823258865793,0,289.3003104104836,0
3,11,-58.69597948523911,0,285.5003104104835,0
3,12,-204.50593569621293,0,283.60031041048353,0
3,13,-173.0814585440267,0,283.60031041048353,0
3,14,-9.825744213331404,0,283.60031041048353,0
3,15,-177.32275599682035,0,283.60031041048353,0
3,16,15.24797565133074,0,283.60031041048353,0
3,17,140.90351634060994,0,283.60031041048353,0
3,18,-329.0245203941723,0,283.60031041048353,0
3,19,-51.186232536369516,0,283.60031041048353,0
3,20,-7.0464183603031785,0,281.70031041048355,0
3,21,-73.93804511497949,0,279.8003104104836,0
3,22,5.850228693401899,0,274.10031041048353,0
3,23,47.386586065902065,0,274.10031041048353,0
3,24,-106.32145329265839,0,274.10031041048353,0
3,25,-13.041019602080645,0,277.9003104104835,0
3,26,-45.37856079121186,0,281.70031041048355,0
3,27,5.548705241857071,0,283.60031041048353,0
3,28,-283.3981368208586,0,283.60031041048353,0
3,29,-155.14399351576336,0,283.60031041048353,0
3,30,-70.01216494680651,0,283.60031041048353,0
3,31,-220.6622282650679,0,283.60031041048353,0
3,32,-216.4422589465956,0,283.60031041048353,0
3,33,-116.72230972359489,0,283.60031041048353,0
3,34,-128.10923961648535,0,274.10031041048353,0
3,35,-135.86647965504739,0,245.6003104104835,0
3,36,42.10251529625374,0,245.6003104104835,0
3,37,-18.493445144788325,0,245.6003104104835,0
3,38,-208.60736536476506,0,245.6003104104835,0
3,39,108.6061783674135,0,245.6003104104835,0
3,40,-4.5993328312926,0,245.6003104104835,0
3,41,-172.09574557700412,0,245.6003104104835,0
3,42,-25.890515850816804,0,245.6003104104835,0
3,43,-96.35563623943828,0,245.6003104104835,0
3,44,-51.09325082976649,0,245.6003104104835,0
3,45,-88.50669461064288,0,245.6003104104835,0
3,46,-54.920012620626785,0,245.6003104104835,0
3,47,-61.79925085611673,0,245.6003104104835,0
3,48,-95.00675565006955,0,245.6003104104835,0
3,49,22.17374136215563,0,245.6003104104835,0
3,50,131.86542398886803,0,245.6003104104835,0
3,51,-28.626686028275067,0,245.6003104104835,0
3,52,-190.20743420629378,0,245.6003104104835,0
3,53,121.06429430140724,0,245.6003104104835,0
3,54,-47.11274556418262,0,245.6003104104835,0
3,55,80.44859137200879,0,245.6003104104835,0
3,56,122.14448562226846,0,245.6003104104835,0
3,57,-141.0984541908279,0,245.6003104104835,0
3,58,-181.54743061210064,0,245.6003104104835,0
3,59,-121.20435830205142,0,245.6003104104835,0
3,60,-178.0441521609652,0,245.6003104104835,0
3,61,28.306571442191938,0,245.6003104104835,0
3,62,47.271818290467635,0,245.6003104104835,0
3,63,-110.84574831956112,0,245.6003104104835,0
3,64,-72.62237931048901,0,245.6003104104835,0
3,65,-23.06077335662616,0,245.6003104104835,0
3,66,-47.45986899612796,0,245.6003104104835,0
3,67,169.5939927389847,0,245.6003104104835,0
3,68,-59.0761718862104,0,245.6003104104835,0
3,69,-24.65287474606732,0,245.6003104104835,0
3,70,41.22184171581129,0,245.6003104104835,0
3,71,-180.2118736651161,0,245.6003104104835,0
3,72,-102.31491686457716,0,245.6003104104835,0
3,73,131.4497010149692,0,245.6003104104835,0
3,74,86.46481659875369,0,245.6003104104835,0
3,75,75.09619290270113,0,245.6003104104835,0
3,76,-118.36284271400612,0,245.6003104104835,0
3,77,53.915862175239724,0,253.2003104104835,0
3,78,73.19896629416856,0,260.8003104104835,0
3,79,-102.61635598501107,0,274.10031041048353,0
3,80,-33.16513655450804,0,283.60031041048353,0
3,81,53.88027010956543,0,355.3003104104835,0
3,82,186.7387489448291,0,361.3003104104835,0
3,83,24.23806143041587,0,383.2003104104835,0
3,84,20.458364518049894,0,511.20031041048344,0
3,85,15.624332626666765,0,511.20031041048344,0
3,86,-31.33332395776113,0,511.20031041048344,0
3,87,66.86112794383766,0,511.20031041048344,0
3,88,-73.72931692977525,0,511.20031041048344,0
3,89,152.19594298683305,0,511.20031041048344,0
3,90,99.81057248633445,0,511.20031041048344,0
3,91,42.417274202099335,0,511.20031041048344,0
3,92,117.71542052337321,0,511.20031041048344,0
3,93,6.009918575759265,0,511.20031041048344,0
3,94,93.148973446123,0,488.14685234102654,0
3,95,89.42287194326076,0,419.1878054946401,0
3,96,20.918772350684513,0,294.2654055709335,0
3,97,87.78460589528252,0,189.3158296907137,0
3,98,175.17840881592574,0,147.23729524814044,0
3,99,21.79377216844233,0,91.36190731088242,0
3,100,-26.51502865905099,0,91.75430564256608,0
3,101,59.92969771062238,0,91.9017441623577,0
3,102,51.98188854380416,0,93.13580098770798,0
3,103,-7.740963601652943,0,94.15255492577748,0
3,104,217.74137579827948,0,94.15255492577748,0
3,105,68.62499141930643,0,94.15255492577748,0
3,106,61.31454449638011,0,233.76509083255823,0
3,107,181.29144145501235,0,303.71509083255825,0
3,108,84.74759146436533,0,303.71509083255825,0
3,109,75.93038337864428,0,303.71509083255825,0
3,110,166.2384075731057,0,303.71509083255825,0
3,111,58.294265328596694,0,303.71509083255825,0
3,112,60.31043216150818,0,303.71509083255825,0
3,113,-16.110906856655685,0,303.71509083255825,0
3,114,86.81010365283385,0,303.71509083255825,0
3,115,90.21633967494932,0,303.71509083255825,0
3,116,-58.20711516078843,0,303.71509083255825,0
3,117,101.03722954395269,0,303.71509083255825,0
3,118,-84.91409322664536,0,303.71509083255825,0
3,119,112.631665972494,0,303.71509083255825,0
3,120,-63.84461649651972,0,303.71509083255825,0
3,121,167.77783066549262,0,303.71509083255825,0
3,122,14.612720738326491,0,303.71509083255825,0
3,123,215.93116183069031,0,303.71509083255825,0
3,124,172.17909289780278,0,303.71509083255825,0
3,125,69.93952515397201,0,303.71509083255825,0
3,126,39.355595723476924,0,303.71509083255825,0
3,127,99.38120208159165,0,303.71509083255825,0
3,128,169.2782669018751,0,303.71509083255825,0
3,129,182.4232517501669,0,303.71509083255825,0
3,130,138.50925038736216,0,303.71509083255825,0
3,131,64.79039329383559,0,303.71509083255825,0
3,132,77.45439728933661,0,303.71509083255825,0
3,133,20.487433893622523,0,303.71509083255825,0
3,134,75.4455255963025,0,303.71509083255825,0
3,135,120.04722393002777,0,303.71509083255825,0
3,136,68.03377410138492,0,303.71509083255825,0
3,137,117.6446584456223,0,301.47060521699734,0
3,138,-78.2271642693631,0,300.97294073437564,0
3,139,110.8518311872937,0,296.2390555191944,0
3,140,130.1532134814749,0,295.2871022755512,0
3,141,264.9960270964728,0,295.2871022755512,0
3,142,-100.1487844516628,0,295.2871022755512,0
3,143,214.56775388866595,0,295.2871022755512,0
3,144,95.27953038842176,0,295.2871022755512,0
3,145,104.73013482651248,0,295.5133730463449,0
3,146,-17.8464940349755,0,295.45169111181525,0
3,147,147.80909307759256,0,295.2871022755512,0
3,148,-97.31639854549782,0,295.5133730463449,0
3,149,139.22271140137397,0,297.89931150951645,0
3,150,10.045895086815637,0,300.97294073437564,0
